Version ID,Primary Product ID,Primary Product ID Type,GTIN,UPC,SKU,Model Number,Serial Number,Registered Number,Alternate Identifier,Certificate Type,Product Name (Model),Trade/Brand Name,Product/Model Description,Product/Model Color,Product/Model Style,Manufacturer GLN,Manufacturer Alternate ID,Small Batch Manufacturer CPSC ID,Manufacturer Name,Manufacturer Address Line 1,Manufacturer Address Line 2,Manufacturer Apt/Suite Number,Manufacturer City,Manufacturer State/Province,Manufacturer Country,Manufacturer Zip/Postal Code,Manufacturer Phone,Manufacturer Email,Manufacture Date,Production Start Date,Production End Date,Lot Number,Lot Number Assigned By,Lab 1 Type,Lab 1 CPSC-ID,Lab 1 Alternate ID,Lab 1 GLN,Lab 1 Name,Lab 1 Address Line 1,Lab 1 Address Line 2,Lab 1 Apt/Suite Number,Lab 1 City,Lab 1 State/Province,Lab 1 Country,Lab 1 Zip/Postal Code,Lab 1 Phone,Lab 1 Email,Lab 1 Citation Codes,Lab 1 Test Report ID,Lab 1 Test URL,Lab 1 Test Report Access Key,Lab 1 Is Component?,Lab 1 Component Description,Last Test Date,Testing Exclusions,Point of Contact (POC) for Test Result Records,POC Alternate ID,POC GLN,POC Name,POC Address Line 1,POC Address Line 2,POC Apt/Suite Number,POC City,POC State/Province,POC Country,POC Zip/Postal Code,POC Phone,POC Email
493BA3CA,V2142,Model #,,,,V2142,,,,GCC,DREAMKNIT TEXTURE HOODIE,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX70074/2026/AC Amendment,www.sgs.com,,TRUE,RT2503260,7/20/2026,,Importer,,,,,,,,,,,,
F39FC352,V3016,Model #,,,,V3016,,,,GCC,MAVERICK VOLLEY SHORT,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52605283571001TX,www.sgs.com,,TRUE,DAISY-2,2/11/2026,1610.1(d)(2),Importer,,,,,,,,,,,,
7457D187,V3087,Model #,,,,V3087,,,,GCC,MAVERICK VOLLEY SHORT LINED,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1079,,,SGS Vietnam Ltd,Lot III/21 19/5A street Group IIITan Binh industrial park,,,Ho Chi Minh City,,Vietnam,,,,1610,SL01260702771901TX,www.sgs.com,,TRUE,WLW-T-01962(T5L4191)(DL1145),8/3/2026,1610.1(d)(2),Importer,,,,,,,,,,,,
86B3CE03,V3093,Model #,,,,V3093,,,,GCC,BANKS RESORT SHORT,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1079,,,SGS Vietnam Ltd,Lot III/21 19/5A street Group IIITan Binh industrial park,,,Ho Chi Minh City,,Vietnam,,,,1610,SL01250701045801TX,www.sgs.com,,TRUE,JBVF00143HB-03,8/6/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
C12BB590,V3146,Model #,,,,V3146,,,,GCC,POWER MOVES SHORT UNLINED 7,VUORI,,,,,YIC002,,YIC HANAM,Chau Son Industrial park Chau Son Ward,,,Ninh Binh,Ninh Binh,Viet Nam,430000,84353793468,merchandiser07@yic.rocks,May-26,,,,,ITL,1044,,,SGS Korea Co Ltd Anyang Branch,#322 The O Valley Bldg,,,Anyang,Gyeonggi-do,South Korea,,,,1610,F690101/LF-CTSAYSA25-05954,www.sgs.com,,TRUE,BIOFLEX LAB107AWSOFT,5/16/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
B36515AA,V3170,Model #,,,,V3170,,,,GCC,KORE BREATHE SHORT X6 LINED 7,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1079,,,SGS Vietnam Ltd,Lot III/21 19/5A street Group IIITan Binh industrial park,,,Ho Chi Minh City,,Vietnam,,,,1610,SL01260200566301TX,www.sgs.com,,TRUE,JBVF00138HB-07,3/12/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
9E26EE99,V4136,Model #,,,,V4136,,,,GCC,POWER MOVES PANT CLASSIC 30,VUORI,,,,,YIC002,,YIC HANAM,Chau Son Industrial park Chau Son Ward,,,Ninh Binh,Ninh Binh,Viet Nam,430000,84353793468,merchandiser07@yic.rocks,May-26,,,,,ITL,1079,,,SGS Vietnam Ltd,Lot III/21 19/5A street Group IIITan Binh industrial park,,,Ho Chi Minh City,,Vietnam,,,,1610,SL01250701045801TX,www.sgs.com,,TRUE,JBVF00143HB-03,8/6/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
12386A7A,V8230,Model #,,,,V8230,,,,GCC,VUORI RIB CREW SOCK,VUORI,,,,,DEL003,,Delta Galil Industries Ltd,D100 KARAYOLU UZERI TOPCULAR MAH DÜZCE CAD NO103 A Ç?L?ML?,,,Turkey,,Turkey,,9.72548E+11,Hamzi.Fatum@deltagalil.com,May-26,,,,,ITL,1082,,,SGS Turkey - Supervise Gözetme Etüd Kontrol Servisleri AS,Is Istanbul Plaza Baglar Mah Osmanpasa Cad No:95 E Girisi Günesli,,,Istanbul,Istanbul,Turkey,,,,1610,TR2811834,www.sgs.com,,FALSE,,6/12/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
A4E06CDF,V8259,Model #,,,,V8259,,,,GCC,LIFESTYLE BOXER BRIEF 2.0,VUORI,,,,,MAS002,,Sleekline - MAS Active,MAS ACTIVE-Sleekline - Nittambuwa,,,Nittambuwa,Western Province,Sri Lanka,,94777004952,surangapa@masholdings.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX62762/2026/AC,www.sgs.com,,TRUE,S4730,7/8/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
557C53AA,V8302,Model #,,,,V8302,,,,GCC,VUORI RIB HALF CREW SOCK,VUORI,,,,,DEL003,,Delta Galil Industries Ltd,D100 KARAYOLU UZERI TOPCULAR MAH DÜZCE CAD NO103 A Ç?L?ML?,,,Turkey,,Turkey,,9.72548E+11,Hamzi.Fatum@deltagalil.com,May-26,,,,,ITL,1082,,,SGS Turkey - Supervise Gözetme Etüd Kontrol Servisleri AS,Is Istanbul Plaza Baglar Mah Osmanpasa Cad No:95 E Girisi Günesli,,,Istanbul,Istanbul,Turkey,,,,1610,TR2811807,www.sgs.com,,FALSE,,6/12/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
088FAA73,VW1009-L,Model #,,,,VW1009-L,,,,GCC,POSE PLYO TANK LONG,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX53314/2026/CI,www.sgs.com,,TRUE,RT1604268,6/3/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
65E3AF15,VW1565,Model #,,,,VW1565,,,,GCC,VUORI ALLTHEFEELS POWER M BRA,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TXB3219/2025/LI,www.sgs.com,,TRUE,B02ADPA0001,11/28/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
52E12873,VW1604,Model #,,,,VW1604,,,,GCC,VUORI ALLTHEFEELS POWER M TANK,VUORI,,,,,ECL001-1,,E-Top,Lot Ix-1 Ix-2 Ix-3 Ix-4 My Xuan B1 Tien Hung Industrial Zone My Xuan Ward Phu My Town Ba Ria,,,Phu My,Vung Tau,Viet Nam,795650,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TXB3219/2025/LI,www.sgs.com,,TRUE,B02ADPA0001,11/28/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
57B683A7,VW1674,Model #,,,,VW1674,,,,GCC,COTTONY RIB BOYFRIEND TANK,VUORI,,,,,FEAV01,,Far Eastern Apparel LTD,No 46 Dai Lo Tu Do Viet Nam Singapore Industrial Park,,,Binh Hoa Ward Thuan An,Binh Duong,Vietnam,,84901553872,jeffrey.lin@feavn.com.vn,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52605295095001TX,www.sgs.com,,TRUE,DTA03772S01,3/17/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
D0FD2860,VW1678,Model #,,,,VW1678,,,,GCC,MIDSTRIDE SUPPORT BRA,VUORI,,,,,YOG001,,YOUNGONE NAMDINH CO LTD,Lot OPQR  N6 Road Hoa Xa Industrial Park Thanh Nam Ward,,,NINH BINH,,Viet Nam,,327598903,ngahtt@youngonevn.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TXB3219/2025/LI,www.sgs.com,,TRUE,B02ADPA0001,11/28/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
367DEEFC,VW1707,Model #,,,,VW1707,,,,GCC,VUORI ALLTHEFEELS LAYERED BRA,VUORI,,,,,ECL001-1,,E-Top,Lot Ix-1 Ix-2 Ix-3 Ix-4 My Xuan B1 Tien Hung Industrial Zone My Xuan Ward Phu My Town Ba Ria,,,Phu My,Vung Tau,Viet Nam,795650,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
392B2888,VW1710,Model #,,,,VW1710,,,,GCC,VUORI ALLTHEFORM HIGH NECK,VUORI,,,,,YOG001,,YOUNGONE NAMDINH CO LTD,Lot OPQR  N6 Road Hoa Xa Industrial Park Thanh Nam Ward,,,NINH BINH,,Viet Nam,,327598903,ngahtt@youngonevn.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71746/2025/AC,www.sgs.com,,TRUE,KP04570JA0,7/23/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
FAD35567,VW2240,Model #,,,,VW2240,,,,GCC,HALO RELAXED POLO,VUORI,,,,,ECL000,,Eclat Textile Co Ltd(Vietnam),Lot 1Road 5A Nhon Trach 2 Industrial Zone Nhon Trach District,,,Nhon Trach,Dong Nai,Viet Nam,71000,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
1D15DBA5,VW3305,Model #,,,,VW3305,,,,GCC,VUORI ALLTHEFORM PIPED SKIRT,VUORI,,,,,YOG001,,YOUNGONE NAMDINH CO LTD,Lot OPQR  N6 Road Hoa Xa Industrial Park Thanh Nam Ward,,,NINH BINH,,Viet Nam,,327598903,ngahtt@youngonevn.com,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX71746/2025/AC,www.sgs.com,,TRUE,KP04570JA0,7/23/2025,1610.1(d)(1),Importer,,,,,,,,,,,,
7D67DC9B,VW3329,Model #,,,,VW3329,,,,GCC,VUORI ALLTHEFEELS LAYER SHORT,VUORI,,,,,ECL001-1,,E-Top,Lot Ix-1 Ix-2 Ix-3 Ix-4 My Xuan B1 Tien Hung Industrial Zone My Xuan Ward Phu My Town Ba Ria,,,Phu My,Vung Tau,Viet Nam,795650,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
8B1C7B60,VW4557,Model #,,,,VW4557,,,,GCC,HALO EVERYDAY WIDELEG PANT,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
A7C9CA06,VW4557-L,Model #,,,,VW4557-L,,,,GCC,HALO EVERYDAY WIDELEG PANT - L,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
E39A259D,VW4557-S,Model #,,,,VW4557-S,,,,GCC,HALO EVERYDAY WIDELEG PANT - S,VUORI,,,,,ECL003,,PT Eclat Textile International,Jalan Saptarengga No11 Wonorejo Kec Kaliwungu Kab Kendal Jawa Tengah,,,Kendal,Jawa Tengah,Indonesia,51372,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX33405/2026/YW,www.sgs.com,,TRUE,RT2310126,4/7/2026,,Importer,,,,,,,,,,,,
1221B4F3,VW4562,Model #,,,,VW4562,,,,GCC,VUORI ALLTHEFEELS WIDELEG,VUORI,,,,,SAB003-1,,AROMA SUCCESS GARMENT CO LTD,Tang Snao village Tumpoar Meas commune Samraong Tong district,,,Samraong Tong,Kampong Speu,Cambodia,,85598535466,fionsun@sabrina.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
405735FB,VW4562-L,Model #,,,,VW4562-L,,,,GCC,VUORI ALLTHEFEELS WIDELEG - L,VUORI,,,,,SAB003-1,,AROMA SUCCESS GARMENT CO LTD,Tang Snao village Tumpoar Meas commune Samraong Tong district,,,Samraong Tong,Kampong Speu,Cambodia,,85598535466,fionsun@sabrina.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
915A1D09,VW4562-S,Model #,,,,VW4562-S,,,,GCC,VUORI ALLTHEFEELS WIDELEG - S,VUORI,,,,,SAB003-1,,AROMA SUCCESS GARMENT CO LTD,Tang Snao village Tumpoar Meas commune Samraong Tong district,,,Samraong Tong,Kampong Speu,Cambodia,,85598535466,fionsun@sabrina.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
E316FE9B,VW5076-L,Model #,,,,VW5076-L,,,,GCC,VUORI ALLTHEFEELS FULL ZIP - L,VUORI,,,,,SABC01,,Sabrina (Cambodia) Garment Manufacturing Corp,National Road No 4 Trapaing Reussey Village Sambo Commune Samrong Torng District,,,Samraong Tong,Kampong Speu,Cambodia,,85515753886,sophegui_kh@sabrina.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
2.73E+08,VW656,Model #,,,,VW656,,,,GCC,VUORI ALLTHEFEELS POWERM DRESS,VUORI,,,,,ECL001-1,,E-Top,Lot Ix-1 Ix-2 Ix-3 Ix-4 My Xuan B1 Tien Hung Industrial Zone My Xuan Ward Phu My Town Ba Ria,,,Phu My,Vung Tau,Viet Nam,795650,84613560751,david.hsu@eclat.com.tw,May-26,,,,,ITL,1316,,,SGS Taiwan Textile Laboratory,No 31 Wu Chyuan Rd,,,New Taipei City,,Taiwan,,,,1610,TX20640/2026/LI,www.sgs.com,,TRUE,KP0212RJA3,2/11/2026,1610.1(d)(1),Importer,,,,,,,,,,,,
7BE0B10D,V237,Model #,,,,V237,,,,GCC,ASPEN SHIRT JACKET,VUORI,,,,,YIC002,,YIC HANAM,Chau Son Industrial park Chau Son Ward,,,Ninh Binh,Ninh Binh,Viet Nam,430000,84353793468,merchandiser07@yic.rocks,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52615338848401TX,www.sgs.com,,TRUE,6511RC,7/27/2026,1610.1(d)(2),Importer,,,,,,,,,,,,
DE73A141,V5053,Model #,,,,V5053,,,,GCC,GLACIER FLIGHT JACKET,VUORI,,,,,YIC002,,YIC HANAM,Chau Son Industrial park Chau Son Ward,,,Ninh Binh,Ninh Binh,Viet Nam,430000,84353793468,merchandiser07@yic.rocks,May-26,,,,,ITL,1682,,,SGS-CSTC Standards Technical Services Co Ltd Nanjing Branch,1-2/F Building 2 No9 Yongfeng Road Qinhuai District,,,Nanjing,Jiangsu,China,,,,1610,SL32603322514701TX ,www.sgs.com,,TRUE,JBCP00686HS-01,7/1/2026,,Importer,,,,,,,,,,,,
2ACDC048,V5058,Model #,,,,V5058,,,,GCC,TIOGA FLEECE JACKET,VUORI,,,,,YIC002,,YIC HANAM,Chau Son Industrial park Chau Son Ward,,,Ninh Binh,Ninh Binh,Viet Nam,430000,84353793468,merchandiser07@yic.rocks,May-26,,,,,ITL,1023,,,SGS-CSTC Standards Technical Services (Shanghai) Co Ltd,No 889 Yishan Road xuhui district,,,Shanghai,,China,,,,1610,SL52605309611201TX,www.sgs.com,,TRUE,NGYR946(F0431),5/6/2026,1610.1(d)(2),Importer,,,,,,,,,,,,
